"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","regulation"
"AIF1L",504.912675439664,0.51438384458206,0.314092875319111,0.055171134685078,0.124105768999661,"NS"
"FAM189A1",28.8244456038311,-0.709766367203414,0.585265587154673,0.0551796567776651,0.1241084704385,"NS"
"PGAM5",897.81797493383,0.438800001989554,0.252811756965837,0.0552694329831997,0.124293901290953,"NS"
"GPN2",341.580414288555,0.314489521594607,0.172226690199857,0.0553171529976505,0.124384716489743,"NS"
"CTCFL",100.445250039919,-0.519643098932514,0.323235181347443,0.0553811563833705,0.124512117110199,"NS"
"ZNF611",501.497472298793,-0.333264560373476,0.184514225680654,0.0554691091149456,0.124693321537801,"NS"
"CHMP3",725.39163805296,-0.429807673259357,0.249836704805838,0.0555238820128686,0.124766814406435,"NS"
"ANKRD32",50.0589176439047,-0.502282320053761,0.307569422585964,0.0555199845452886,0.124766814406435,"NS"
"ZNF891",68.6592501376997,-0.429360415237678,0.248876192690633,0.0555178519866806,0.124766814406435,"NS"
"SIGLEC11",25.4910519134485,-0.487801622773979,0.294648204964159,0.0555500809342258,0.12480914141776,"NS"
"ZNF517",284.022855365924,0.434327536517114,0.252554352122985,0.0555690847752683,0.124818752499052,"NS"
"UBE2Q2L",70.8904661602629,-0.615397112725778,0.423447816418828,0.0555688559695956,0.124818752499052,"NS"
"MRPS22",210.553940567447,-0.35813354811167,0.200544304567795,0.0556302775601082,0.124939648277551,"NS"
"CHEK1",254.074256690193,0.385555850051414,0.218049961842704,0.0556458391451681,0.124958042812146,"NS"
"C8orf37",37.9953737105972,-0.414877419039959,0.238827768601941,0.0556642872301004,0.124982913526445,"NS"
"SIGLEC6",47.1311880457265,-0.607183850363377,0.413638937154058,0.0557021675186095,0.125051402963246,"NS"
"LSM12",515.946012857985,0.655380870888494,0.188666991806287,0.0557147232224071,0.125063028080806,"NS"
"ZNF205",210.837240211734,0.410161511388308,0.235196383982886,0.0557656676895848,0.12514424128592,"NS"
"MPHOSPH8",332.0188079324,-0.333803858538396,0.184896284572216,0.055758843300467,0.12514424128592,"NS"
"IBTK",180.224333162901,-0.322369240746666,0.177869573262407,0.0557974371153707,0.125198961479783,"NS"
"LRFN1",70.6148716268272,0.414836447428014,0.238840506796664,0.0558295147700367,0.125249541475071,"NS"
"USP50",11.0647367067048,-0.724266166017624,0.639345977037526,0.0558347560716797,0.125249541475071,"NS"
"KCTD19",303.81784398367,1.36173007630925,0.296898164851669,0.0558475773074807,0.125261726715588,"NS"
"MPDZ",235.975661412494,-0.422638377220193,0.245798960272465,0.0558577280106554,0.125267919729677,"NS"
"DIEXF",110.142200196151,0.274013398729738,0.148613702069482,0.0558686232371488,0.125275780570919,"NS"
"NHLH1",13.979093823321,-0.599925313311876,0.404794507834605,0.0559253112163354,0.125386308125819,"NS"
"SMC6",124.861427828489,0.389530854178778,0.221145550910791,0.0559861690358689,0.12550615412537,"NS"
"FRAT1",58.197698105034,-0.43993583086188,0.258140304198437,0.0559976810697805,0.125515362884427,"NS"
"DNAJC17",337.536889184229,-0.320555789516379,0.177076343525463,0.0560342806798526,0.125580794035545,"NS"
"CMTM2",23.8637703571592,-0.607198925585053,0.414740828938423,0.056104309901422,0.125721118499525,"NS"
"HGD",69.1852958512886,-2.13231618176192,0.549218450579424,0.05611665350918,0.125732158377957,"NS"
"CD3E",190.73732990704,0.514735567899339,0.318087703109191,0.0561323973120485,0.125750812638278,"NS"
"KCNMB4",49.5397351363344,-0.454825162155743,0.269949987920621,0.0561556651207673,0.125769696806348,"NS"
"C16orf52",105.055789961781,-0.453554790760486,0.269510496023223,0.0561551345996401,0.125769696806348,"NS"
"AMOTL2",926.521803711689,-0.41959405695133,0.243461920524203,0.0562134134922212,0.125849878713716,"NS"
"KCNE1L",12.2432733278834,-0.724828961136959,0.650249055048566,0.0562137377076605,0.125849878713716,"NS"
"UBA52",4611.96412650725,0.469959462223732,0.279568618341223,0.0562004395412761,0.125849878713716,"NS"
"SPG11",1277.17799257281,-0.244093142737479,0.132071788736489,0.0562291744404933,0.125862594119017,"NS"
"NUP205",203.429490325722,0.370689652264193,0.208977677610137,0.0562342666267953,0.125862594119017,"NS"
"SP3",581.474514140536,0.314084171869747,0.172596023204879,0.0562498102294583,0.125880763433634,"NS"
"LAMTOR1",814.013573245701,0.461282384144126,0.271369750754398,0.0562603498842898,0.125887731156082,"NS"
"HAUS2",112.19096613648,-0.344572135286094,0.192262286918203,0.0562847643615966,0.125925739139209,"NS"
"RABL3",116.244980267584,-0.404605740877105,0.232610568539413,0.0562924319267556,0.125926274217783,"NS"
"OTOF",23.7313801259313,-0.653473727681614,0.480603242127026,0.0564063543642355,0.126164470138873,"NS"
"CTD-2600O9.1",49.8976109616102,-0.577775610282342,0.382520810783373,0.0564298264042716,0.126200318892508,"NS"
"EVA1A",231.113186505752,0.566674338257929,0.368295692706614,0.0565233117761695,0.126374380418065,"NS"
"PLEC",2663.33417367074,0.434619936972624,0.253653399096331,0.0565300216322667,0.126374380418065,"NS"
"ZNF823",56.7123786172077,-0.476826806524697,0.28716228461955,0.0565247700017029,0.126374380418065,"NS"
"GJA5",98.5870153941615,0.552900554238472,0.354551025529143,0.0565384377350161,0.126376529072256,"NS"
"PARVA",646.663146173018,-0.332645304115749,0.18507503381412,0.0565787625574451,0.12644999115014,"NS"
"PAXIP1",146.343555933962,0.348033101377901,0.193606529946025,0.0565948837921306,0.12646934748803,"NS"
"COX5B",1583.34139435964,0.262852364125826,0.141893072389465,0.0566265385966325,0.126523406127602,"NS"
"HIRIP3",141.167617094726,-0.411074275152519,0.23836941078599,0.0566386204812643,0.12653372356331,"NS"
"TIMM21",117.436984564886,-0.419935570630032,0.244759116019368,0.0566461646005812,0.126533902004092,"NS"
"CIR1",342.106828256486,-0.414555967656029,0.239751730460956,0.0567206717481156,0.126683639983407,"NS"
"HLTF",273.460442794047,0.470625359282118,0.280953070453596,0.0567451128489841,0.12672153247477,"NS"
"KDM4A",389.664251663721,0.41676727468696,0.239652522211506,0.0567555623138259,0.126728173385666,"NS"
"PSTK",119.119599089103,-0.423416639954712,0.247526460276683,0.056768200151812,0.126739698271239,"NS"
"ZNF484",52.0992302963923,-0.489209602326374,0.298440614207797,0.0568340558339319,0.126870017710931,"NS"
"MND1",20.2355675260096,0.611177473943111,0.420277777553642,0.0568634198844942,0.126902145060814,"NS"
"C19orf43",1250.09554252897,0.363154537888972,0.202463019934406,0.0568594760832743,0.126902145060814,"NS"
"FKBP3",135.342130125941,0.387524502704458,0.220781179749231,0.0568825988945933,0.126916283906414,"NS"
"PPIA",6402.64051579137,0.372233211266872,0.20783550795381,0.0568847289476718,0.126916283906414,"NS"
"C1orf100",26.3518059511848,-0.669274460467633,0.510268752056638,0.056927755233888,0.126995566090916,"NS"
"NINL",213.717837484731,0.397561561660324,0.227881770994151,0.057070086060283,0.127279581488477,"NS"
"C8orf31",68.3445077285517,-0.474523227197686,0.286327441048011,0.0570687871853998,0.127279581488477,"NS"
"KLHL42",358.789505413476,0.342418562844162,0.191201207080604,0.0571275225651931,0.127342997437326,"NS"
"CHD6",447.000881680426,-0.393291611105261,0.224625115523437,0.0571346266481726,0.127342997437326,"NS"
"CEP250",357.093469706255,-0.168332988405268,0.218088282387614,0.0571435925852844,0.127342997437326,"NS"
"RDX",344.903944438683,-0.452382596223739,0.26723602721124,0.0571295858891882,0.127342997437326,"NS"
"R3HCC1L",71.6076392296735,-0.426823734409462,0.24929231258133,0.0571228586141348,0.127342997437326,"NS"
"CTNNB1",2134.42908560835,0.416154838705457,0.23829533951306,0.0571400598034206,0.127342997437326,"NS"
"IDO1",101.457771622151,-0.23504686450123,0.364612438700821,0.0571887683198104,0.127410172237801,"NS"
"INPP5B",354.573877156988,-0.245247584029089,0.132627141861634,0.0571823599663195,0.127410172237801,"NS"
"EPN2",961.895250955309,-0.304595533060686,0.167683374991355,0.057213480295987,0.127431732752276,"NS"
"GP2",30.3690754421448,-0.558666235591723,0.363295784935299,0.0572061026165607,0.127431732752276,"NS"
"C2orf83",39.5472766773424,-0.503586486886448,0.311882602869166,0.0572527604303952,0.127502469103529,"NS"
"ASNS",278.319933051075,0.388030592692776,0.221455536402368,0.0572790613035462,0.127544285724119,"NS"
"LHFPL2",734.901133827171,0.407505584576727,0.235161809891898,0.0573183222382342,0.127598187601122,"NS"
"CD14",721.670434216504,0.502002391579166,0.307919286311304,0.057313895996127,0.127598187601122,"NS"
"BORA",32.2169521716577,0.54514941521256,0.348915956420244,0.0573437124753766,0.127619051804732,"NS"
"RHOB",2264.68384474443,-0.540672390908929,0.345727520672993,0.0573502794153167,0.127619051804732,"NS"
"NECAP2",490.02458399261,0.388519503580938,0.220161492438187,0.0573374406212756,0.127619051804732,"NS"
"RECQL5",670.689435915297,0.403555329464251,0.233564934543355,0.0573949949163013,0.127701792075225,"NS"
"TMEM40",189.961275406315,-0.572534297803258,0.379362751962908,0.0574412542189293,0.127787945081272,"NS"
"EFCAB13",79.3283224281735,-0.503155603230346,0.312199142399532,0.0574568972294031,0.127805973209925,"NS"
"C1orf85",1193.70722265846,0.52318830576255,0.184364498285406,0.0575295235064015,0.127950732416757,"NS"
"LAMTOR4",890.789975791174,0.470862902265598,0.285959521214571,0.0575686016301715,0.128020849381433,"NS"
"PCDHGC5",46.213937589845,-0.456248799703778,0.273035147929295,0.0576111736255052,0.128098716592283,"NS"
"TRAPPC6A",358.464614772749,0.592413100043331,0.398414876811275,0.0576295533472383,0.128122778799001,"NS"
"TRIP11",351.158536291145,-0.634223369789634,0.15520606828574,0.0576955482097744,0.128252679419367,"NS"
"SRGAP3",272.766129461162,-0.317111376053225,0.176293836822686,0.0577464966055014,0.128349103245897,"NS"
"BAZ2A",1437.72550463222,-0.350005559707948,0.196924631989418,0.0577946471243453,0.128439283960658,"NS"
"PMAIP1",75.2239443018632,-0.566245558776854,0.373274902579168,0.0578245510965514,0.128488896341426,"NS"
"C17orf104",44.0879574494953,-0.546500269590567,0.352340790469055,0.0578340511124842,0.128493163100764,"NS"
"GAD1",63.2661164423406,-0.646081967956996,0.476233596632532,0.05785034331558,0.128512517348409,"NS"
"B3GAT3",469.460324699899,0.424571277587634,0.246283250734023,0.0579059105139763,0.128613067912315,"NS"
"DOLPP1",111.637979775469,0.419541794759603,0.244735831066849,0.0579107802840194,0.128613067912315,"NS"
"PHKA2",872.716052054957,0.297151654185294,0.164526849900215,0.0579940174016278,0.128781056194969,"NS"
"ATP8A1",118.240990369733,-0.502627989951642,0.31143213233285,0.0580440168707916,0.128875202880637,"NS"
"CCBL1",118.018698121772,-0.513229935871665,0.320656833619285,0.0581059038914175,0.128995715396452,"NS"
"DYSF",236.718353345579,0.471678941885418,0.285072706401104,0.058114840739447,0.128998661806351,"NS"
"DCUN1D1",285.402721613645,0.0919710975023608,0.200825406600309,0.058156800852182,0.129058003409633,"NS"
"CBR1",496.374633901143,0.471168810902179,0.284600559643255,0.0581498165056152,0.129058003409633,"NS"
"ECHS1",417.706631012821,0.490611115234166,0.302034855779655,0.0581659963413441,0.129061514395087,"NS"
"MNX1",73.8118919058568,0.695388875781895,0.568432612383275,0.0582017469385654,0.129123938503149,"NS"
"AC006486.1",49.6272820418053,-0.478074257285372,0.291949164720407,0.0583766629277552,0.129495052335947,"NS"
"FAM60A",426.360091185168,0.387351834281889,0.221884913255875,0.0583907384401133,0.12950932854073,"NS"
"NFKBIA",2253.35897379305,-0.452203597176123,0.272143897892444,0.0584184776784084,0.129553902878647,"NS"
"KLHDC7A",19.6546670050239,-0.678345356699037,0.538032607046636,0.0584721958692093,0.12965607120665,"NS"
"DICER1",373.01367899696,-0.353974652706732,0.201797152275873,0.0585204364079549,0.129746068269376,"NS"
"SP100",881.197843328598,-0.432930661500506,0.256243182595666,0.0585459550400993,0.129746786682948,"NS"
"DOPEY1",157.180195296912,-0.481570095927961,0.294385493220812,0.0585407255324367,0.129746786682948,"NS"
"ADAMTS2",649.385114447188,0.423695507099578,0.248520936127199,0.0585513755382583,0.129746786682948,"NS"
"SSU72",770.099006796674,0.364229570941897,0.204982251744448,0.0585416443373652,0.129746786682948,"NS"
"TFB1M",180.6013280796,0.434128953146593,0.25604326975534,0.0585607400051947,0.129750576992297,"NS"
"RPE",325.540180211202,0.341559535900516,0.190996305952794,0.0585963046031383,0.129797754345691,"NS"
"GET4",677.736810962365,0.401223898730137,0.2332944335127,0.0585973462722729,0.129797754345691,"NS"
"SMYD5",294.852540543042,0.395278097156352,0.228110767620411,0.0586081950903351,0.129804824035976,"NS"
"COPS6",769.078291006451,0.347064121818991,0.195617634690197,0.0587750857429874,0.130157446572844,"NS"
"WFDC1",187.066519213002,-0.451581823650376,0.271114016781304,0.0588394589536625,0.130282981737524,"NS"
"C17orf103",219.007830382414,-0.294055785784479,0.162678931213809,0.0589362559047067,0.13048026774149,"NS"
"AC000003.2",526.882715857817,-0.516508010131701,0.325370621862629,0.0590009706107075,0.130606483911297,"NS"
"USP25",294.053356548732,-0.429714192921716,0.25424462399062,0.0590262073763697,0.130645288868549,"NS"
"INTS12",114.863508026074,-0.42578909773678,0.252230791310737,0.0590925951399804,0.13077515310874,"NS"
"MAP1LC3B",324.737430809042,-0.34121374599735,0.191357095816939,0.059132221895625,0.13084576759883,"NS"
"COMMD1",386.647676505754,-0.451868684592347,0.27194372321694,0.0592054164898098,0.13099063173261,"NS"
"FBXL8",620.016984541988,0.423886559054541,0.249485356478946,0.0592256077570919,0.131018204710717,"NS"
"SMO",278.980810684424,0.431657547800283,0.255358078086934,0.0592436024805356,0.131023815949125,"NS"
"GEN1",79.738397034336,0.450819844163984,0.269865633246438,0.0592390165798548,0.131023815949125,"NS"
"GLUD1",536.086266205581,-0.384456121320358,0.221538151421759,0.0592658086177195,0.1310387358403,"NS"
"MRAP",28.0382404105952,-0.622510918078147,0.446498176153173,0.0592627078721409,0.1310387358403,"NS"
"TMEM243",272.967405108969,0.438751166330814,0.260832174017184,0.0593048700689377,0.131090905908024,"NS"
"DHRS3",690.370295965335,-0.45050524779909,0.269156041458439,0.0593024149318738,0.131090905908024,"NS"
"VAV3",229.34261027912,-0.479565643980112,0.295207987102663,0.0593398113750276,0.131151040733959,"NS"
"TFIP11",336.336158105547,-0.359257756587398,0.205233483066914,0.0593581865486343,0.13117455069384,"NS"
"ZNF502",40.2368113782924,-1.05167297985413,0.302259179981702,0.0593962592387883,0.131241578026061,"NS"
"CTC-260F20.3",65.9483556641627,0.505624870313326,0.316201007141789,0.059449380391322,0.131341834535865,"NS"
"ENAH",1055.67891515436,0.33868664966351,0.193413026433044,0.0594827887503725,0.131398519011769,"NS"
"GAL",382.213836598561,-0.706603962659597,0.770256381691832,0.0595315339218866,0.131489063588771,"NS"
"ATP6V1C1",155.839750309279,0.397711577679638,0.230843814093845,0.0595442240863322,0.13149995918597,"NS"
"PROSER1",250.075277466165,0.317669749343388,0.177424607966162,0.059559130732887,0.131515746279002,"NS"
"CD82",2887.60513789331,-0.450927595449601,0.270376905342259,0.059785867769247,0.131999222509022,"NS"
"TMPPE",94.2482782029362,-0.0705985442009074,0.173218910225279,0.0598337442403007,0.132087723969472,"NS"
"PM20D2",105.374235879028,0.344244475959258,0.194953021124712,0.0599810985587566,0.132395779006256,"NS"
"CLCN3",246.913374073034,-0.402579702721829,0.23581548729278,0.0600045682200106,0.132430339860125,"NS"
"ESCO2",219.675092232628,-0.577781333550345,0.393079676913001,0.060020669072008,0.132448630839453,"NS"
"TMED10",1641.95239646261,0.444428864226716,0.262732387763235,0.0600376108521634,0.132468772506296,"NS"
"DUS4L",75.8341262077274,-0.507519260363438,0.321008306692243,0.060165492633254,0.132733658396528,"NS"
"GGN",66.1165572966636,0.468056038628194,0.285047328805296,0.0601972366270626,0.13278640927807,"NS"
"LNX1",154.710887897144,-0.466755981222772,0.283361065254808,0.0602557953217059,0.1328982880944,"NS"
"ITFG1",245.019056925317,-0.43314387117313,0.259807304016996,0.0603264338281725,0.133027409871673,"NS"
"RAB4B",1352.00847024562,0.437454024777442,0.259684550060678,0.0603300334528916,0.133027409871673,"NS"
"C7orf50",646.792528915011,0.365579875952536,0.209326338850243,0.0603653454857685,0.133087961591201,"NS"
"AC037459.4",156.069350309607,0.620013486009557,0.44269202897376,0.0603876219209184,0.133119761612927,"NS"
"ZMIZ2",1700.9772811067,0.429227029912466,0.25174291534631,0.0604431848756994,0.133224921338299,"NS"
"PLXND1",1916.99497056516,0.306489044654281,0.171236260595558,0.060511833420105,0.133358892373586,"NS"
"GRTP1",210.069373716322,0.48394355411493,0.29913617579987,0.0605672898570308,0.133463758957024,"NS"
"CD5",125.526327604738,-0.426503924218525,0.314111833949185,0.060579416999769,0.133473131918389,"NS"
"DCAF13",180.821527558402,0.382779262339793,0.221751177990679,0.0606546413812437,0.133621504963592,"NS"
"HCCS",81.7966723933621,0.450787593662403,0.272009118322826,0.0607455602964476,0.133752271482709,"NS"
"SDF4",1571.13617978933,0.363253964727172,0.205679086840002,0.0607408828046095,0.133752271482709,"NS"
"WDR89",44.0293310777411,-0.455514272356817,0.27679858177253,0.0607284546523579,0.133752271482709,"NS"
"AC132186.1",34.7714656806305,-0.581484022216404,0.398373841773511,0.0607448890193282,0.133752271482709,"NS"
"MYADM",2462.10029324011,-0.484237939276071,0.297441738685362,0.0607591425395347,0.133764803159765,"NS"
"KIAA1755",351.385056673072,0.47467163215267,0.290371450108093,0.0608952247790103,0.134012183623755,"NS"
"HK3",121.152675499756,0.484406741773353,0.299072612208624,0.0608928554456633,0.134012183623755,"NS"
"AC026369.1",3264.20696904803,0.563738056043789,0.374804699938357,0.0608935872441776,0.134012183623755,"NS"
"TIA1",1108.84274990662,0.394464425340335,0.227120727199581,0.0610327124899885,0.134280200113742,"NS"
"CNOT1",1188.38728875895,0.301709644649076,0.165914055218781,0.0610328540512258,0.134280200113742,"NS"
"NT5C3B",449.286273543803,0.371192393228486,0.213801727316136,0.0610595482896562,0.1343214978726,"NS"
"CAPZA1",696.663692153575,0.436548316950335,0.259689023487959,0.0611103997018454,0.134415920039663,"NS"
"UFSP1",53.219847497735,0.530661264751543,0.342801491578155,0.0611228324112389,0.134425824472668,"NS"
"TMCO6",498.055160726753,0.366511308622747,0.210014504733982,0.061160089953424,0.134490315850362,"NS"
"ZNF165",35.6847239321151,-0.562864790093982,0.378004790328787,0.0612119528675464,0.134586903373625,"NS"
"RPS6KA6",23.5773627792149,-0.577931365597479,0.395420890532194,0.0612665465202243,0.134612467613842,"NS"
"MRPS18A",272.007070501412,0.438747735453593,0.263447418895604,0.0612712246406561,0.134612467613842,"NS"
"CEP192",219.903276536063,0.430256508588593,0.256774126839767,0.0612525890520376,0.134612467613842,"NS"
"PCGF6",123.021948641739,0.483075599015947,0.299279991612927,0.0612607232316326,0.134612467613842,"NS"
"ZIK1",72.8043188688454,-0.492570111806828,0.30912100404348,0.0612558685985264,0.134612467613842,"NS"
"PNMA6A",43.0307610690671,-0.695178349887554,0.614837941776673,0.0612321465502218,0.134612467613842,"NS"
"PLCB2",486.304403501209,0.415259629669133,0.243796732212348,0.0612921324113722,0.134640952266111,"NS"
"UBE2G1",328.767192257385,0.402232580996875,0.236167111736699,0.0613034227276653,0.13464830552985,"NS"
"GABRD",17.9572347580639,0.549032154566311,0.362399753881796,0.061405034846505,0.134854016157268,"NS"
"PMM2",631.00254058593,0.387605383032748,0.225037278840717,0.061414929692288,0.134858275666278,"NS"
"KLHL41",13.1447928727822,-3.9369361180227,0.547191067630099,0.0614337892548019,0.134882216739723,"NS"
"HMBS",163.266342863587,0.453956295415887,0.275374909408369,0.0614538657120396,0.134908823044612,"NS"
"KIF3A",141.551206113159,-0.448626740154374,0.272197383974665,0.0615074075689023,0.135008879076529,"NS"
"FLT3LG",570.092500471989,-0.401697840792252,0.238208405691565,0.0615178850546138,0.135014395060307,"NS"
"RGS10",270.885786794292,0.504548235575941,0.318749715577963,0.0615391566297934,0.135043596529224,"NS"
"BEX2",90.4537546856722,-0.541265611582485,0.356206422762443,0.06155905953448,0.135069787371021,"NS"
"ME2",191.769573546682,0.396507806717472,0.231503678801641,0.0615837648856884,0.135106507356308,"NS"
"C19orf45",54.4581903564959,-0.524741457731379,0.338751007734765,0.0616190181574259,0.135166355564788,"NS"
"TP53I11",1200.90268432764,0.404055162005676,0.237392283014723,0.0617090047385665,0.135346234742939,"NS"
"PANX2",82.979693433077,0.558532235833863,0.372580880971675,0.0617348955091002,0.135385504355791,"NS"
"MORC3",453.551199669952,-0.369715268946227,0.214048826908601,0.0617572522786508,0.13541701469767,"NS"
"ARSD",516.989256689666,0.290954042732374,0.162789212022102,0.0617673020300073,0.135421534404124,"NS"
"HHEX",78.6378644192014,-0.429391665406844,0.257438076895572,0.0618247880105465,0.13553004090971,"NS"
"AMD1",316.307364750036,0.441033482988173,0.264406557982083,0.0618488345493387,0.135565224111765,"NS"
"ATG9A",502.099926430698,0.45147365961339,0.275216037942066,0.061932048405768,0.135730069111129,"NS"
"MPP4",546.937344426441,-0.641321162753208,0.490193023849466,0.0619662802342658,0.135787536521623,"NS"
"DCHS1",284.63141612359,-0.477031827068145,0.295155807314657,0.0619817374007497,0.135803853227027,"NS"
"UBE2D2",704.178421760463,0.404231755873772,0.238339915920954,0.0620039370849941,0.135834936865446,"NS"
"PTPN12",638.488741129216,-0.355606670684997,0.204500383679261,0.0620254738520389,0.135864560374695,"NS"
"LMX1B",138.264254762829,-0.416799321783688,0.248582587316295,0.0620762863494623,0.135958295374171,"NS"
"C10orf118",142.954097293591,-0.433139035493602,0.260668828215242,0.0620955145739902,0.135982839821507,"NS"
"MAPK1",554.344468933009,0.365115597979747,0.209019790683338,0.06211270512283,0.136002916202818,"NS"
"C12orf73",138.646726803163,0.422926930142073,0.252449100452669,0.0621249299057857,0.136012115686798,"NS"
"ZNF121",389.825004091884,0.422265322893957,0.249345472905934,0.0621410299635704,0.136029795963642,"NS"
"ARMC1",184.246421814197,0.450446135298198,0.27326124691595,0.0621822828318008,0.136102525315002,"NS"
"RP11-812E19.9",391.778867594166,0.643370907447752,0.487880705470146,0.0622860290154506,0.136312001532393,"NS"
"ST3GAL5",179.910114545297,-0.436935955112473,0.263965366947561,0.0624588992554532,0.136672681060855,"NS"
"MAP3K10",273.309081566193,-0.603425954441465,0.135809841281965,0.0625010704930608,0.136747308595556,"NS"
"IFI16",449.633752447175,-0.41881638308707,0.250601010509368,0.0625331731849577,0.136799890544767,"NS"
"IFITM3",6753.2516348048,0.432173818515495,0.25664134537308,0.062542527953777,0.136802701144829,"NS"
"ZNF454",151.536463638718,1.17550800676507,0.285725313752729,0.0625618601271866,0.136827332328224,"NS"
"ZNF419",151.660692800107,-1.19408097066343,0.250894104823608,0.0626553567144351,0.137014139192867,"NS"
"TIMP1",3922.38833641135,0.516948273923044,0.331094489175136,0.0626807700598425,0.13704057748283,"NS"
"TBX4",23.389173763002,-0.685288856173431,0.597586504875923,0.0626836147830265,0.13704057748283,"NS"
"MTCH1",1728.45504616074,0.425737460660955,0.251864100171411,0.0627014592634925,0.137061913273337,"NS"
"CCDC85C",304.201683338832,0.387978805582582,0.227397082741337,0.062720061354565,0.137084899443345,"NS"
"CBR3",228.465955522318,-0.0530708201614524,0.261667956416779,0.062771934032429,0.137110061072157,"NS"
"PCBP1",1951.82138020207,0.418796675845889,0.246716327739252,0.0627621376014916,0.137110061072157,"NS"
"LSMEM1",23.1724932734455,-0.558912934464769,0.377568303150467,0.0627720141565011,0.137110061072157,"NS"
"NEU1",424.596003491566,0.241041413761502,0.133285167093186,0.0627580906374344,0.137110061072157,"NS"
"FNIP1",171.925515812668,-0.306409996815848,0.173247983286088,0.0627442718307781,0.137110061072157,"NS"
"9-Sep",3457.74588831606,0.32091613712633,0.180839211495568,0.062829105176316,0.137217082059895,"NS"
"ARSB",150.713826511655,0.31227697522254,0.176763054858109,0.0628681543516694,0.137284677646464,"NS"
"SMOX",200.530701191737,0.440750321076723,0.266983894749584,0.0629127334624991,0.137364329940274,"NS"
"KRT14",5569.7465889334,-0.649114404258375,0.540012035517388,0.0629585707100737,0.137446708393711,"NS"
"CYP24A1",67.6310886052093,-0.668308482766205,0.552102467916213,0.06300980615208,0.137540849071602,"NS"
"PIAS2",195.807657221933,-0.351286500400306,0.202829962577318,0.0630386366332015,0.137568353270602,"NS"
"BTBD9",189.138708641427,-0.380963508677903,0.222742205752624,0.0630314869469382,0.137568353270602,"NS"
"ITGA10",213.379086025066,0.494655294262339,0.312561445040554,0.06310742874756,0.137689031631979,"NS"
"TXNDC11",429.285154136449,0.289507982536428,0.164368314841779,0.0631211719734022,0.137689031631979,"NS"
"B3GNT8",84.1827463875764,-0.51105287452583,0.330770771271029,0.0631242738252282,0.137689031631979,"NS"
"AGAP4",161.717642397612,-0.465350207159149,0.287765598243417,0.0631264248374079,0.137689031631979,"NS"
"PPT2",344.405597402946,-0.454219964114489,0.278176661271842,0.0631748960433839,0.137777027882085,"NS"
"DHX15",682.138927999005,-0.300818623414875,0.170257712407285,0.0631879119073331,0.137787687503616,"NS"
"VBP1",85.6710151437428,0.484338115042891,0.303696051312453,0.0632052516190188,0.137807771761493,"NS"
"PTPN7",245.822090422354,0.322294771908497,0.183173074624039,0.0633033931941988,0.138004002241263,"NS"
"SCNM1",907.839154177297,-0.472956751860387,0.296922179505993,0.0633310971249365,0.13804664503818,"NS"
"TMEM117",96.6755584147208,-0.445000847475278,0.272565859331452,0.0633566862441963,0.138066916726008,"NS"
"ZNF251",420.42296193771,0.760394779574977,0.153721704636039,0.063352493440635,0.138066916726008,"NS"
"SMCHD1",397.310750373793,-0.449978929005462,0.276842209319576,0.0634221077258956,0.138191718530769,"NS"
"YBX3",3630.75612238087,-0.316752819174657,0.178903961787775,0.0634363289574882,0.138204941329821,"NS"
"SPNS1",985.587575716933,0.24677293470549,0.137123928561765,0.0634727015549372,0.138266414386956,"NS"
"EXOC3L2",120.700718115693,-0.0246040144290752,0.197097705912219,0.0635155674754541,0.138324242014889,"NS"
"CCDC28B",195.645968083345,-0.336044164955311,0.193789393018843,0.0635127984345192,0.138324242014889,"NS"
"CNOT6",204.172150332866,0.419541223087434,0.251268024419224,0.0635356006974273,0.138339330834628,"NS"
"OR1L6",9.90160945347949,-2.4917786047236,0.555308739181415,0.0635388172415297,0.138339330834628,"NS"
"MNDA",57.2277365736567,-0.560133330692831,0.382406604257972,0.0636144056191876,0.138486118409717,"NS"
"PAF1",497.880986310682,-0.397135149176794,0.235901980625684,0.0636598947227035,0.138567351738478,"NS"
"TIMM17B",398.942845977523,0.264722082128296,0.148353917625098,0.0636750574327498,0.138582561766591,"NS"
"HSPB2",72.9336899275716,-0.553141495405811,0.37391697104924,0.0637114137895668,0.13864388787686,"NS"
"TGFBRAP1",525.613511406515,-0.410118136789664,0.24692046985525,0.0637478963705894,0.138705472888491,"NS"
"OSTM1",466.68789228378,0.465543683395648,0.132781227529466,0.0637694357843607,0.138734532265976,"NS"
"AGPAT6",840.189699917601,0.38283298722881,0.224648199586874,0.0638098273417002,0.138790408220518,"NS"
"MED30",180.902364903875,0.511981268676096,0.330205272207486,0.0638114937276261,0.138790408220518,"NS"
"HOXA9",98.2197865482048,-0.54117574033111,0.361459002593267,0.0638827834793714,0.138927638940642,"NS"
"ZNF18",91.0166709135378,-0.394374554699802,0.233670279422525,0.0639168608253622,0.138983917997889,"NS"
"NECAB2",15.0986781351595,-0.626932846097827,0.472491361329033,0.0639322509947271,0.138999553528615,"NS"
"USP16",176.020967260673,-0.313077175546227,0.178428389754181,0.06400044123981,0.139129966644942,"NS"
"MARCKS",408.437867953884,0.389330831024977,0.228896185995037,0.0640329489296668,0.139182786287436,"NS"
