"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022408","negative regulation of cell-cell adhesion","16/511","166/13739",0.0963855421686747,2.59146959658595,4.05452122941961,0.000466585518924292,0.0161710272255027,0.0161710272255027,"SPINT2/VEGFA/FOXP3/LILRB4/IL4I1/CDKN2A/SERPINE2/VTCN1/PSMB9/PSMA7/ASCL2/SCRIB/LAG3/LAPTM5/EPCAM/PSMB4",16
"GO:0014009","glial cell proliferation","7/511","39/13739",0.179487179487179,4.82578152441166,4.70237541792844,0.0005162809938233,0.0171822160829065,0.0171822160829065,"IDH2/SOX11/ASCL2/TREM2/SOX4/SLC7A5/E2F1",7
"GO:0098883","synapse pruning","5/511","19/13739",0.263157894736842,7.07539396436296,5.20833971173143,0.000526152367658091,0.0173566889475645,0.0173566889475645,"C1QB/C1QC/C1QA/DKK1/TREM2",5
"GO:1903046","meiotic cell cycle process","14/511","136/13739",0.102941176470588,2.76772763900081,4.07185749572998,0.000538774891202687,0.0175699356791543,0.0175699356791543,"INCENP/ZWINT/PKMYT1/RAD54L/NCAPH/TDRKH/PTTG1/MYBL1/AURKA/RAD51/CDC20/TOP2A/ESPL1/NCAPD2",14
"GO:0051881","regulation of mitochondrial membrane potential","8/511","51/13739",0.156862745098039,4.21748973562028,4.52436227864924,0.000539033819228985,0.0175699356791543,0.0175699356791543,"PYCR1/CDKN2A/UCP2/BAX/PARP1/SLC4A11/IFI6/ABCD1",8
"GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway","4/511","12/13739",0.333333333333333,8.96216568819309,5.42324381857063,0.000737658991582517,0.02321506113739,0.02321506113739,"MMP14/NRTN/ARTN/SULF1",4
"GO:0050868","negative regulation of T cell activation","12/511","110/13739",0.109090909090909,2.93307240704501,4.00071469545431,0.000789177106908779,0.0246944790710427,0.0246944790710427,"FOXP3/LILRB4/IL4I1/CDKN2A/VTCN1/PSMB9/PSMA7/ASCL2/SCRIB/LAG3/LAPTM5/PSMB4",12
"GO:0050777","negative regulation of immune response","16/511","175/13739",0.0914285714285714,2.45819401733296,3.815623886091,0.000831980501534705,0.0257396905446556,0.0257396905446556,"OAS1/FOXP3/LILRB4/IL4I1/PARP1/ISG15/IL12RB2/ASCL2/TREM2/LAG3/OAS3/USP18/AURKB/NLRC5/SLAMF8/PSMB4",16
"GO:0002832","negative regulation of response to biotic stimulus","12/511","112/13739",0.107142857142857,2.88069611406206,3.92782946354543,0.000926856872426506,0.028197045741153,0.028197045741153,"OAS1/FOXP3/IL4I1/LTF/PARP1/ISG15/LAG3/OAS3/USP18/AURKB/NLRC5/SLAMF8",12
"GO:0044273","sulfur compound catabolic process","6/511","32/13739",0.1875,5.04121819960861,4.49822521717961,0.00102104208640755,0.0306168834801201,0.0306168834801201,"NUDT8/NME1/CBS/OPLAH/GGT1/ABCD1",6
